,Name,Review,Sug/Com,flair_sentiment
150,Palash Das,"
Range, dynamic driver size and connection


Sound quality achha hai, sound ekdom Level na jadad high n low , stereo effect ke sath lofi sunne Mai or achha lagta hai,Abaj Kano mai chubti nhi hai,Touch Sensor bhi shi hai 1.5 sec ka dely hota hai matlab gana bhi badloge na turant nhi chalu hoga but utna chal jayega.Bulid quality se koi fark nahi padta, plastic ki body hai,hamy to gane se matlab hai.Case ke sath earbuds karib 1:30 hr mai charge ho jate hai.Earbuds 1 charge mai 3-3:30 hr chalta hai ,Or case me 3 time hi Charge deta hai earbuds.Earbud ko case se nikalte sath hi device se connect ho jata haiLekin Connectivity blu.5.0 rehne ke bad bhi mere bale blutooth mai connection break ho rha tha, bahut bar gana sunte bakt apne aap disconnect or contact ho rha tha.Range 10 m diya h lekin mujhe ji Mila tha usme range shi nhi tha 7,8 m mai hi connection break ho jaata thaEarbuds 13mm dynamic driver ka hai ,Jo ki mere Kan se thoda size m bada hai,to mujhe thoda dikkat hoi, lekin mere bhai ko shi Hui, Matlab Fitting achhi hai , Workout , Running kar sakte ho, Kan se nhi girenge
",1,1
151,Devil Boy,"
Avarage ┐( ˘_˘)┌


* Sound Quality Mst He 50% Volume Bhi Jada Lagta He.* Bass Bhi Mst He.* Mic To Yesa He Agar Ham Kisi Se Bat Kar Rahe Honge Na Apni Avaj To Nahi Sunai Degi Jis Baat Kar Rahe He Pr Pice Jo Fan Ya Cooler Ya Ac Ki Avaj He Vo Jada Sunai DegiTo Matalb Aapne GF Ya BF Se Baat Nahi Kar Paoge.* Kabhi Kabhi Bina Kuch Calaye Shiii Shiii Avaj Si Ati He Or Video Ki Avaj Low Hote Hi Iski Avaj Nahi Ati Ruk Jata He Avaj.* Design Bhi Mst He Par Kan👂Me Bhot Bada Lagta He Or Kan Me Se Nikal Jata He Yese Hi.* Vese 900rs Ke Hisab He Thik Thak He Dikat To He Par Calega.
",1,1
152,Yuvi,"
Value for money


Price wise ye product value for money hai lekin agar aap calls pe jyada bat krte ho to samne wale ko achhi sound quality nahi sunai degi.Music sunne ke liye achhe hain bass quality achhi hai aur touch controls bhi achhe hainCase ki quality jyada kuch khas nahi hai, scratch bahut jaldi aa jaege or build quality bhi halki hai gir gye to toot skte hain.Earbuds achhe se ear me fit ho jate hain or comfortable hain.Battery backup thik thak hai.
",1,1
153,Mahesh,"Best Quality ,Sound ,Design And Reasonable Price
Iska Design bhut classic hai and material bhi achiquality me hai. Color bhi acha hai Ptron ka mate finishing hai. Sound quality or bass no 1 hai. Ears me ache se Fit ho jaate hai Ears me pain hone ki koi problm nhi hoti hai and iska bettery backup Bhut hi acha hai 4 -5 hours tak Continue song sun sakate hai. Noise Cancellation best hai and range 10 m tak ache se Cover kr leta hai. Iski Touch quality achi hai call attend krne m and song change krne m koi problm nhi aati hai and calling m voice quality best hai ache se Clear voice aati hai or iski price range reasonable hai Is range me earbuds isse ache nhi mil sakte.",1,1
154,Anis khan,"amzone comapnay को क्या बेचना है उसे ये भी पता नही
amzone ने ptorn की वो products मुझे बेचीं है जिसके बारे मे amzone को hi नही पता की वो कैसा है अगर मुझे warranty card amzone साइड से download करके ptron site पर भेजना है तो क्यू फिर amozone card hi क्यू दे रही है और अगर site पर भी complation करने के बावजूद भी कंपनी कोई response नही दे रही है तो यार तुम लोग amzone comapnay hi बंद कर दो जब warranty card दे hi क्यू रहे हो जब उससे कुछ होना hi नही है और रही पैसे की तो वो तो amzone तुरंत लेता है पर ये तो है की amzone से अब लेना भी बेकार है",0,1
155,Bhuneshwar Sahu,"Prize me best but GF -BF call k liye nhi
Is prize range sabse acha battery backup and sound quality hai but agr aap isko apne gf bf k liye order kar rhe hai to Mai iski jagah ptron ka tango enc bassbuds ko sugeest karunga. Kyuki isme noise jyada jata hai mic k thrue but isko normally use karne k liye better hai. 🥰",1,1
156,Khushbu kasundra,"Rubbish ,bahut hi ghatiya
Third class , बकवास item hai yeh,February २०२० me खरीदा थापांच महीने में ही एक बाजू का eyerbud चार्जिंग होना बंद हो गयाऔर amazon को बार बार लगातार कॉल पे कॉल किए,,लेकिन problem solve hi नहीं करतेऊपर से बोलते है,आपका problem hai mam,, इसमें Amazon कुछ भी नहीं कर सकता,,,,हम ने बोला जो आप कॉल पे बोल रहे हो वही बात रिटर्न में दे दो,,की Amazon कुछ भी नहीं कर सकता,,तो call रख देते हैबहुत ही घटिया कस्टमर केयर से एक्सपीरियंस हुआ है,,Amazon का",0,0
157,shivamsingh,"Fraud company मत खरिदिये paise waste जायेगा आपका।
Bhai log don't purchase ptron products service khrab hai 3 mahine bhi nahi chalte inke pruducts maine bhi liya hai bassbuds duo kharab ho gaya. Inka service center limited hai Agar by chance app inka koi bhi product lete ho aur vo kharab ho gaya warrenty claim karne par इनकी तरफ से मेल आता है आप pruduct पोस्ट कर do aur khud hi आ कर ले जो। बेवकूफ बना रहे हैं। Not satisfy.",0,0
158,Dhruv,"Ghatiya quality
Bhai mt hi lena ghatiya quality hai isse bdia toh mivi ya boat k lena isse bhut acche hai ptron ki bilkul bhi noise cancelation nhi hai iska size bhi kaffi bda hai or bekar bass quality hai yeh bhut mehenge mil rha hai amazon p bhar se 350 rs price hai inka or iska box ki bhi quality aachi nhi hai local plastic hai or company guarantee deti hai ki case full charge krne par 2-3 baar charge krta hai essa bilkul bhi nhi hai 1 baar charge krta hai or earbud playback tym company likti hai ki 3:30-4:00 hrs hai bhut yeh 2 hrs hi chalte hai bhai isse toh neckband le lena",0,0
159,Raj Sharma,"Osm
Earbuds kaafi Jayda accha laga mujhe...Baat kare iski packaging ki to packaging kaafi accha acchi hai...sound quality sub bahut Jayda accha hai....Mujhe personally kaafi jayada pasnd aayaYe mera 1st order hai.Ye maine khud ke liye purchase kiyaa....Aur mujhe bahut bahut bahut Jayda accha laga.Thanks Amazon❤️🥰",1,1
160,Nandkishor Bande,"Buds not working
Third class product. I bought two different Ptron products.After 3 to 4 months both stopped working. Kai mail karne ke bad company ne usmese ek ko Hyderabad bhejne ko kaha. Pahunchne ke 15/20 din unhone dusra old faulty product replacement me bhej diya.jo chalta hi nahi.Dusre product ke liye 30 Oct se mail kar raha hu par abhi tak to koi reply nahi.Ptron koi branded product nahi... Don't buy",0,0
161,Sunil Rawat,"Worst प्रोडक्ट
बहुत मुश्किल से अपने डिब्बे से ये बाहर निकलता है। सस्ता सोचकर ले लिया अब पछतावा जो रहा है वापस भी नहीं कार्य सकते। बहुताय घटिया है",0,0
162,Rishabh gupta,"This TWS is not for music loves
All things are good butJaisa pic me dikhaya gaya hai usse bahut bada ear buds hai jo kaan me bahut bada dikhta hai but ye toh acceptable hai lekin iski sound quality unacceptable haiAgar khali aawaz sunni ho toh le sakte hai kyonki jis price me ye itne feature provide kar raha hai koi na kare but agar music ko enjoy karne ke lea leena hai toh bilkul na lena",1,0
163,Sunny joshi,"There is big problem of sensor
There is big problem of sensor, other than that everything is fine you can choose other brand this price sagement lots of options are available,Company ne check nahi kiya prectical tarike se is ko baki itni badi mistake kaise kar sakte hai😂Thoda sa bhi kuch bhi hand, cloth, touch hote hi pause ho jayega...",1,0
164,Kaber ahmed,"Iska ik earbud khraab hai jo kaam nhi krta hai .. right side connect hota hai bs
Sound quality shi hai but earbuds khraab hai left side work nhi krta hai pair nhi krta hai right side pair hota hai bs .. ap ise jld se return kre warna mujhe refund chahiye !! Dilivery ke bd check krte he mene replacement ke maang ke the lkn fr bhi ab tk apke trf se koi khass jawab nhi ayaa hai ...",0,0
165,kadir,"Nice
Bahar nikal ne bahut dikaat Hoti hai our jab kisey se baat karte hai tho samne wale ko hamare awaj sunny me dikkat Hoti hai background sound Bahut atey hai",1,1
166,Hoshang raut,"Bad product
Bad product koi bhj na purchased kreBluetooth frequency achi nhi haiCall received krne ke Bad clear awaj nhi ataMaine 12 July ko 900₹ me kharida tha abhi 1 munth bhi hone ka hai or company ye product ko 700₹ sell kri hai q k ye product such me acha nhi h",0,0
167,Aman,"It's totally wastage.
Bahoot hi bakwaas hai maine purchase kiya music sunne ke liye achha hai, but calling ke douran ye iska range bahoot kam hai clear voice nahi ataaMai warranty claim karne ke baad v dusra product v waisa hi thaPitorn is not good item total money westage.",0,0
168,Vanita Oza,"Not good product
Aap ka products bekar hai mai ne Two time replacement huaa hai magar Two time products effective received. Call kar te hai to Sam ne wale ki voice shunahi nahi de ti aur Sam ne wala ko apni sounds nahi aati please aap ka products retuent le ja ye. Not setisfaction.",0,0
169,Amazon Customer,"इस ब्लूटूथ एयर फोन का बैटरी बैकअप सिर्फ 1 घंटे का है।
The battery backup of this bluetooth air phone is only 1 hour.",0,0
170,pramod kumar,"Ghatiya product kabhi bhi ptron ka koi bhi Saman na len
Ptron Kis company ka saman na le Mein Lekar Pas Gaya Hun 15 din Mein Hi kharab ho gaya hai 1 years ki warranty the aur retaun bhi nahin ho raha hai kripya aap log bhi is product ko na le aur is company ko bilkul hi barosa na kare mera ye product Rs.999 ka tha 15 din bhi nahi chala plz aoud this company !",0,1
